2025-02-09 16:56:53,490: Logging to C:\PhD\Python\NH-shared-flow-rain\nhWrap\neuralhydrology\LSTM_shared_RainDis2Dis\runs\Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_0902_165653\output.log initialized.
2025-02-09 16:56:53,490: ### Folder structure created at C:\PhD\Python\NH-shared-flow-rain\nhWrap\neuralhydrology\LSTM_shared_RainDis2Dis\runs\Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_0902_165653
2025-02-09 16:56:53,490: ### Run configurations for Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001
2025-02-09 16:56:53,490: autoregressive_inputs: ['Flow_m3_sec_zscore_norm_shift18']
2025-02-09 16:56:53,490: batch_size: 512
2025-02-09 16:56:53,491: clip_gradient_norm: 1
2025-02-09 16:56:53,491: clip_targets_to_zero: ['Flow_m3_sec_zscore_norm']
2025-02-09 16:56:53,491: data_dir: ..\..\..\..\..\data\Caravan
2025-02-09 16:56:53,491: dataset: caravan
2025-02-09 16:56:53,491: device: cpu
2025-02-09 16:56:53,491: dynamic_inputs: ['Rain_gauge_1_zscore_norm', 'Rain_gauge_2_zscore_norm', 'Rain_gauge_3_zscore_norm']
2025-02-09 16:56:53,491: epochs: 30
2025-02-09 16:56:53,491: experiment_name: Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001
2025-02-09 16:56:53,491: forcings: ['il']
2025-02-09 16:56:53,491: head: regression
2025-02-09 16:56:53,491: hidden_size: 256
2025-02-09 16:56:53,491: initial_forget_bias: 3
2025-02-09 16:56:53,492: lagged_features: {'Flow_m3_sec_zscore_norm': [18], 'Rain_gauge_1_zscore_norm': [18], 'Rain_gauge_2_zscore_norm': [18], 'Rain_gauge_3_zscore_norm': [18]}
2025-02-09 16:56:53,492: learning_rate: 0.001
2025-02-09 16:56:53,492: log_interval: 5
2025-02-09 16:56:53,492: log_n_figures: 8
2025-02-09 16:56:53,492: log_tensorboard: True
2025-02-09 16:56:53,492: loss: MSE
2025-02-09 16:56:53,492: metrics: ['NSE']
2025-02-09 16:56:53,492: model: arlstm
2025-02-09 16:56:53,492: num_workers: 0
2025-02-09 16:56:53,492: optimizer: Adam
2025-02-09 16:56:53,492: output_activation: linear
2025-02-09 16:56:53,492: output_dropout: 0.4
2025-02-09 16:56:53,492: predict_last_n: 1
2025-02-09 16:56:53,492: save_weights_every: 1
2025-02-09 16:56:53,493: seq_length: 36
2025-02-09 16:56:53,493: target_variables: ['Flow_m3_sec_zscore_norm']
2025-02-09 16:56:53,493: test_basin_file: LSTM_shared_8basins.txt
2025-02-09 16:56:53,493: test_end_date: 2018-05-28 00:00:00
2025-02-09 16:56:53,493: test_start_date: 2017-10-01 00:00:00
2025-02-09 16:56:53,493: train_basin_file: LSTM_shared_8basins.txt
2025-02-09 16:56:53,493: train_end_date: [Timestamp('2015-09-30 00:00:00')]
2025-02-09 16:56:53,493: train_start_date: [Timestamp('2010-10-01 00:00:00')]
2025-02-09 16:56:53,493: use_basin_id_encoding: False
2025-02-09 16:56:53,493: validate_every: 1
2025-02-09 16:56:53,493: validate_n_random_basins: 0
2025-02-09 16:56:53,493: validation_basin_file: LSTM_shared_8basins.txt
2025-02-09 16:56:53,494: validation_end_date: 2017-09-30 00:00:00
2025-02-09 16:56:53,494: validation_start_date: 2015-10-01 00:00:00
2025-02-09 16:56:53,494: number_of_basins: 8
2025-02-09 16:56:53,494: run_dir: C:\PhD\Python\NH-shared-flow-rain\nhWrap\neuralhydrology\LSTM_shared_RainDis2Dis\runs\Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_0902_165653
2025-02-09 16:56:53,494: train_dir: C:\PhD\Python\NH-shared-flow-rain\nhWrap\neuralhydrology\LSTM_shared_RainDis2Dis\runs\Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_0902_165653\train_data
2025-02-09 16:56:53,494: img_log_dir: C:\PhD\Python\NH-shared-flow-rain\nhWrap\neuralhydrology\LSTM_shared_RainDis2Dis\runs\Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_0902_165653\img_log
2025-02-09 16:56:53,496: ### Device cpu will be used for training
2025-02-09 16:56:53,497: Loading basin data into xarray data set.
2025-02-09 16:56:56,974: Create lookup table and convert to pytorch tensor
2025-02-09 21:33:23,097: Epoch 19 average loss: avg_loss: 0.02242, avg_total_loss: 0.02242
2025-02-09 21:35:18,243: Epoch 19 average validation loss: 0.02119 -- Median validation metrics: avg_loss: 0.02119, NSE: 0.00016
2025-02-09 21:48:03,688: Epoch 20 average loss: avg_loss: 0.02032, avg_total_loss: 0.02032
2025-02-09 21:49:59,324: Epoch 20 average validation loss: 0.01958 -- Median validation metrics: avg_loss: 0.01958, NSE: -1.71701
2025-02-09 22:02:43,189: Epoch 21 average loss: avg_loss: 0.02062, avg_total_loss: 0.02062
2025-02-09 22:04:38,416: Epoch 21 average validation loss: 0.02022 -- Median validation metrics: avg_loss: 0.02022, NSE: 0.13453
2025-02-09 22:17:25,264: Epoch 22 average loss: avg_loss: 0.02120, avg_total_loss: 0.02120
2025-02-09 22:19:20,046: Epoch 22 average validation loss: 0.01949 -- Median validation metrics: avg_loss: 0.01949, NSE: -2.68996
2025-02-09 22:32:00,283: Epoch 23 average loss: avg_loss: 0.01930, avg_total_loss: 0.01930
2025-02-09 22:33:55,621: Epoch 23 average validation loss: 0.02090 -- Median validation metrics: avg_loss: 0.02090, NSE: 0.45035
2025-02-09 22:46:30,019: Epoch 24 average loss: avg_loss: 0.01885, avg_total_loss: 0.01885
2025-02-09 22:48:24,587: Epoch 24 average validation loss: 0.01944 -- Median validation metrics: avg_loss: 0.01944, NSE: -4.19812
2025-02-09 23:01:06,248: Epoch 25 average loss: avg_loss: 0.01963, avg_total_loss: 0.01963
2025-02-09 23:03:03,461: Epoch 25 average validation loss: 0.01956 -- Median validation metrics: avg_loss: 0.01956, NSE: -0.25791
2025-02-09 23:15:49,207: Epoch 26 average loss: avg_loss: 0.01762, avg_total_loss: 0.01762
2025-02-09 23:17:44,837: Epoch 26 average validation loss: 0.01930 -- Median validation metrics: avg_loss: 0.01930, NSE: -inf
2025-02-09 23:30:34,593: Epoch 27 average loss: avg_loss: 0.01749, avg_total_loss: 0.01749
2025-02-09 23:32:30,575: Epoch 27 average validation loss: 0.02059 -- Median validation metrics: avg_loss: 0.02059, NSE: -2.07554
2025-02-09 23:45:16,518: Epoch 28 average loss: avg_loss: 0.01807, avg_total_loss: 0.01807
2025-02-09 23:47:13,111: Epoch 28 average validation loss: 0.01766 -- Median validation metrics: avg_loss: 0.01766, NSE: -372.07372
2025-02-09 23:59:48,907: Epoch 29 average loss: avg_loss: 0.01649, avg_total_loss: 0.01649
2025-02-10 00:01:44,933: Epoch 29 average validation loss: 0.02218 -- Median validation metrics: avg_loss: 0.02218, NSE: -141.46111
2025-02-10 00:14:25,923: Epoch 30 average loss: avg_loss: 0.01618, avg_total_loss: 0.01618
2025-02-10 00:16:21,179: Epoch 30 average validation loss: 0.01872 -- Median validation metrics: avg_loss: 0.01872, NSE: -13.67584
